--------------------------------------------------------------------------------------------------------------
[CMD] Listening on 127.0.0.1:5557

--------------------------------------------------------------------------------------------------------------
t=0.11s | view=populations | zeros=False
--------------------------------------------------------------------------------------------------------------
last: POKE v1 += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=0.80s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.3314     0.6441
gpi             GPi_OUTPUT                   25    22.1262     0.8135
snc             DOPAMINERGIC_NEURONS         20     0.1921     0.0154
stn             EXCITATORY_NEURONS           25     0.2341     0.0154
striatum        D1_MSN                       50     0.4811     0.0154
striatum        D2_MSN                       50     0.6647     0.0154
striatum        INTERNEURONS                 50     0.6647     0.0154
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0156
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0134     0.0154
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0960     0.0154
raphe           SEROTONERGIC_NEURONS         10     0.0959     0.0154
vta             DOPAMINERGIC_NEURONS         20     0.1921     0.0154
vta             GABA_INTERNEURONS            20     0.2648     0.0153
cerebellar_cortex GRANULE_CELLS               300     2.8832     0.0154
cerebellar_cortex PURKINJE_CELLS              300     3.9842     0.0153
cerebellar_cortex INTERNEURONS                300     3.9883     0.0154
deep_nuclei     OUTPUT_NEURONS               50     0.4798     0.0154
a1              L4_EXCITATORY               200     1.9208     0.0154
a1              L2_3_PYRAMIDAL              200     2.6588     0.0154
a1              L6_PYRAMIDAL                200     2.6604     0.0154
a1              INTERNEURONS                200     2.6564     0.0153
insula          L2_3_PYRAMIDAL              200     1.9236     0.0154
insula          L5_PYRAMIDAL                200     2.6620     0.0154
insula          INTERNEURONS                200     2.6578     0.0153
m1              L2_3_PYRAMIDAL              200     1.9214     0.0154
m1              L5_PYRAMIDAL                200     2.6627     0.0154
m1              INTERNEURONS                200     2.6606     0.0154
s1              L4_EXCITATORY               200     1.9222     0.0154
s1              L2_3_PYRAMIDAL              200     2.6602     0.0154
s1              L5_PYRAMIDAL                200     2.6584     0.0153
s1              L6_PYRAMIDAL                200     2.6623     0.0154
s1              INTERNEURONS                200     2.6575     0.0153
v1              L4_EXCITATORY               200     1.9479     0.0155
v1              L2_3_PYRAMIDAL              200     2.6991     0.0154
v1              L5_PYRAMIDAL                200     2.6969     0.0154
v1              L6_PYRAMIDAL                200     2.6970     0.0154
v1              INTERNEURONS                200     2.6175     0.0153
ca1             PYRAMIDAL_CELLS             100     0.9624     0.0154
ca1             INTERNEURONS                100     1.3282     0.0153
ca3             PYRAMIDAL_CELLS             150     1.4418     0.0154
ca3             INTERNEURONS                150     1.9948     0.0154
dentate_gyrus   GRANULE_CELLS               150     1.4421     0.0154
dentate_gyrus   INTERNEURONS                150     1.9902     0.0153
subiculum       PYRAMIDAL_CELLS             100     0.9614     0.0154
association_cortex L2_3_PYRAMIDAL              200     1.9220     0.0154
association_cortex L5_PYRAMIDAL_A              200     2.6572     0.0153
association_cortex L5_PYRAMIDAL_B              200     2.6582     0.0153
association_cortex INTERNEURONS                200     2.6595     0.0154
Intralaminar    RELAY_NEURONS                50     0.6651     0.0154
pfc             L2_3_PYRAMIDAL              200     1.9207     0.0154
pfc             L5_POLICY_A                 200     2.6611     0.0154
pfc             L5_POLICY_B                 200     2.6546     0.0153
pfc             L5_PYRAMIDAL_B              200     2.6574     0.0153
pfc             L6_PYRAMIDAL                200     2.6548     0.0153
pfc             INTERNEURONS                200     2.6580     0.0153
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0417     0.0154
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0667     0.0154
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0668     0.0154
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0665     0.0154
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0156
anterior_pituitary THYROTROPES                   1     0.0136     0.0155
anterior_pituitary GONADOTROPES                  1     0.0135     0.0154
anterior_pituitary SOMATOTROPES                  1     0.0133     0.0153
anterior_pituitary LACTOTROPES                   1     0.0132     0.0153
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0157
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0135     0.0154
lgn             RELAY_CELLS                  35     0.3302     0.0154
md              RELAY_CELLS                  50     0.4820     0.0154
mgb             RELAY_CELLS                  35     0.3312     0.0154
pulvinar        RELAY_CELLS                  50     0.4803     0.0154
trn             TRN_GABA                     50    18.7462     0.4204
vpl             RELAY_CELLS                  35     0.3322     0.0154
vpl             LOCAL_INTERNEURONS           35     0.4662     0.0154
vpm             RELAY_CELLS                  35     0.3306     0.0154
--------------------------------------------------------------------------------------------------------------
last: POKE v1 += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=0.90s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.4287     0.6489
gpi             GPi_OUTPUT                   25    22.2937     0.8201
snc             DOPAMINERGIC_NEURONS         20     0.1934     0.0154
stn             EXCITATORY_NEURONS           25     0.2355     0.0154
striatum        D1_MSN                       50     0.4848     0.0154
striatum        D2_MSN                       50     0.6696     0.0154
striatum        INTERNEURONS                 50     0.6696     0.0154
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0156
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0135     0.0154
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0967     0.0154
raphe           SEROTONERGIC_NEURONS         10     0.0968     0.0154
vta             DOPAMINERGIC_NEURONS         20     0.1938     0.0154
vta             GABA_INTERNEURONS            20     0.2664     0.0154
cerebellar_cortex GRANULE_CELLS               300     2.9022     0.0154
cerebellar_cortex PURKINJE_CELLS              300     4.0164     0.0154
cerebellar_cortex INTERNEURONS                300     4.0196     0.0154
deep_nuclei     OUTPUT_NEURONS               50     0.4831     0.0154
a1              L4_EXCITATORY               200     1.9327     0.0154
a1              L2_3_PYRAMIDAL              200     2.6790     0.0154
a1              L6_PYRAMIDAL                200     2.6802     0.0154
a1              INTERNEURONS                200     2.6775     0.0154
insula          L2_3_PYRAMIDAL              200     1.9357     0.0154
insula          L5_PYRAMIDAL                200     2.6837     0.0154
insula          INTERNEURONS                200     2.6772     0.0154
m1              L2_3_PYRAMIDAL              200     1.9337     0.0154
m1              L5_PYRAMIDAL                200     2.6835     0.0154
m1              INTERNEURONS                200     2.6814     0.0154
s1              L4_EXCITATORY               200     1.9341     0.0154
s1              L2_3_PYRAMIDAL              200     2.6807     0.0154
s1              L5_PYRAMIDAL                200     2.6795     0.0154
s1              L6_PYRAMIDAL                200     2.6830     0.0154
s1              INTERNEURONS                200     2.6793     0.0154
v1              L4_EXCITATORY               200     1.9613     0.0155
v1              L2_3_PYRAMIDAL              200     2.7194     0.0155
v1              L5_PYRAMIDAL                200     2.7177     0.0155
v1              L6_PYRAMIDAL                200     2.7183     0.0155
v1              INTERNEURONS                200     2.6370     0.0153
ca1             PYRAMIDAL_CELLS             100     0.9696     0.0155
ca1             INTERNEURONS                100     1.3386     0.0154
ca3             PYRAMIDAL_CELLS             150     1.4513     0.0154
ca3             INTERNEURONS                150     2.0092     0.0154
dentate_gyrus   GRANULE_CELLS               150     1.4524     0.0154
dentate_gyrus   INTERNEURONS                150     2.0056     0.0154
subiculum       PYRAMIDAL_CELLS             100     0.9679     0.0154
association_cortex L2_3_PYRAMIDAL              200     1.9352     0.0154
association_cortex L5_PYRAMIDAL_A              200     2.6768     0.0154
association_cortex L5_PYRAMIDAL_B              200     2.6803     0.0154
association_cortex INTERNEURONS                200     2.6803     0.0154
Intralaminar    RELAY_NEURONS                50     0.6699     0.0154
pfc             L2_3_PYRAMIDAL              200     1.9342     0.0154
pfc             L5_POLICY_A                 200     2.6826     0.0154
pfc             L5_POLICY_B                 200     2.6748     0.0154
pfc             L5_PYRAMIDAL_B              200     2.6773     0.0154
pfc             L6_PYRAMIDAL                200     2.6764     0.0154
pfc             INTERNEURONS                200     2.6781     0.0154
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0419     0.0155
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0673     0.0154
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0674     0.0154
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0671     0.0154
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0157
anterior_pituitary THYROTROPES                   1     0.0136     0.0155
anterior_pituitary GONADOTROPES                  1     0.0136     0.0155
anterior_pituitary SOMATOTROPES                  1     0.0134     0.0154
anterior_pituitary LACTOTROPES                   1     0.0133     0.0154
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0158
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0136     0.0155
lgn             RELAY_CELLS                  35     0.3319     0.0154
md              RELAY_CELLS                  50     0.4852     0.0154
mgb             RELAY_CELLS                  35     0.3332     0.0154
pulvinar        RELAY_CELLS                  50     0.4832     0.0154
trn             TRN_GABA                     50    18.8409     0.4227
vpl             RELAY_CELLS                  35     0.3343     0.0154
vpl             LOCAL_INTERNEURONS           35     0.4702     0.0154
vpm             RELAY_CELLS                  35     0.3322     0.0154
--------------------------------------------------------------------------------------------------------------
last: POKE v1 += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=1.00s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.5229     0.6535
gpi             GPi_OUTPUT                   25    22.4534     0.8265
snc             DOPAMINERGIC_NEURONS         20     0.1950     0.0155
stn             EXCITATORY_NEURONS           25     0.2371     0.0155
striatum        D1_MSN                       50     0.4878     0.0155
striatum        D2_MSN                       50     0.6747     0.0154
striatum        INTERNEURONS                 50     0.6737     0.0154
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0158
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0137     0.0155
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0972     0.0155
raphe           SEROTONERGIC_NEURONS         10     0.0975     0.0155
vta             DOPAMINERGIC_NEURONS         20     0.1950     0.0155
vta             GABA_INTERNEURONS            20     0.2681     0.0154
cerebellar_cortex GRANULE_CELLS               300     2.9216     0.0155
cerebellar_cortex PURKINJE_CELLS              300     4.0485     0.0154
cerebellar_cortex INTERNEURONS                300     4.0516     0.0154
deep_nuclei     OUTPUT_NEURONS               50     0.4863     0.0155
a1              L4_EXCITATORY               200     1.9468     0.0155
a1              L2_3_PYRAMIDAL              200     2.6996     0.0154
a1              L6_PYRAMIDAL                200     2.7010     0.0154
a1              INTERNEURONS                200     2.6978     0.0154
insula          L2_3_PYRAMIDAL              200     1.9497     0.0155
insula          L5_PYRAMIDAL                200     2.7041     0.0154
insula          INTERNEURONS                200     2.6973     0.0154
m1              L2_3_PYRAMIDAL              200     1.9472     0.0155
m1              L5_PYRAMIDAL                200     2.7031     0.0154
m1              INTERNEURONS                200     2.7024     0.0154
s1              L4_EXCITATORY               200     1.9466     0.0155
s1              L2_3_PYRAMIDAL              200     2.6998     0.0154
s1              L5_PYRAMIDAL                200     2.6988     0.0154
s1              L6_PYRAMIDAL                200     2.7051     0.0154
s1              INTERNEURONS                200     2.7011     0.0154
v1              L4_EXCITATORY               200     1.9740     0.0156
v1              L2_3_PYRAMIDAL              200     2.7391     0.0155
v1              L5_PYRAMIDAL                200     2.7367     0.0155
v1              L6_PYRAMIDAL                200     2.7389     0.0155
v1              INTERNEURONS                200     2.6578     0.0153
ca1             PYRAMIDAL_CELLS             100     0.9765     0.0155
ca1             INTERNEURONS                100     1.3489     0.0154
ca3             PYRAMIDAL_CELLS             150     1.4608     0.0155
ca3             INTERNEURONS                150     2.0250     0.0154
dentate_gyrus   GRANULE_CELLS               150     1.4621     0.0155
dentate_gyrus   INTERNEURONS                150     2.0214     0.0154
subiculum       PYRAMIDAL_CELLS             100     0.9741     0.0155
association_cortex L2_3_PYRAMIDAL              200     1.9490     0.0155
association_cortex L5_PYRAMIDAL_A              200     2.6986     0.0154
association_cortex L5_PYRAMIDAL_B              200     2.7018     0.0154
association_cortex INTERNEURONS                200     2.7006     0.0154
Intralaminar    RELAY_NEURONS                50     0.6753     0.0154
pfc             L2_3_PYRAMIDAL              200     1.9471     0.0155
pfc             L5_POLICY_A                 200     2.7031     0.0154
pfc             L5_POLICY_B                 200     2.6949     0.0154
pfc             L5_PYRAMIDAL_B              200     2.6978     0.0154
pfc             L6_PYRAMIDAL                200     2.6974     0.0154
pfc             INTERNEURONS                200     2.6980     0.0154
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0423     0.0155
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0677     0.0155
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0680     0.0155
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0673     0.0154
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0157
anterior_pituitary THYROTROPES                   1     0.0135     0.0154
anterior_pituitary GONADOTROPES                  1     0.0137     0.0155
anterior_pituitary SOMATOTROPES                  1     0.0135     0.0154
anterior_pituitary LACTOTROPES                   1     0.0135     0.0154
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0157
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0138     0.0155
lgn             RELAY_CELLS                  35     0.3339     0.0155
md              RELAY_CELLS                  50     0.4882     0.0155
mgb             RELAY_CELLS                  35     0.3349     0.0155
pulvinar        RELAY_CELLS                  50     0.4865     0.0155
trn             TRN_GABA                     50    18.9322     0.4249
vpl             RELAY_CELLS                  35     0.3370     0.0155
vpl             LOCAL_INTERNEURONS           35     0.4738     0.0154
vpm             RELAY_CELLS                  35     0.3343     0.0155
--------------------------------------------------------------------------------------------------------------
last: POKE v1 += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=1.10s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.6130     0.6580
gpi             GPi_OUTPUT                   25    22.6046     0.8325
snc             DOPAMINERGIC_NEURONS         20     0.1963     0.0155
stn             EXCITATORY_NEURONS           25     0.2385     0.0155
striatum        D1_MSN                       50     0.4912     0.0155
striatum        D2_MSN                       50     0.6793     0.0155
striatum        INTERNEURONS                 50     0.6779     0.0155
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0158
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0138     0.0155
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0978     0.0155
raphe           SEROTONERGIC_NEURONS         10     0.0978     0.0155
vta             DOPAMINERGIC_NEURONS         20     0.1964     0.0155
vta             GABA_INTERNEURONS            20     0.2700     0.0154
cerebellar_cortex GRANULE_CELLS               300     2.9407     0.0155
cerebellar_cortex PURKINJE_CELLS              300     4.0799     0.0155
cerebellar_cortex INTERNEURONS                300     4.0820     0.0155
deep_nuclei     OUTPUT_NEURONS               50     0.4899     0.0155
a1              L4_EXCITATORY               200     1.9593     0.0155
a1              L2_3_PYRAMIDAL              200     2.7192     0.0155
a1              L6_PYRAMIDAL                200     2.7225     0.0155
a1              INTERNEURONS                200     2.7180     0.0155
insula          L2_3_PYRAMIDAL              200     1.9616     0.0155
insula          L5_PYRAMIDAL                200     2.7241     0.0155
insula          INTERNEURONS                200     2.7177     0.0155
m1              L2_3_PYRAMIDAL              200     1.9593     0.0155
m1              L5_PYRAMIDAL                200     2.7252     0.0155
m1              INTERNEURONS                200     2.7204     0.0155
s1              L4_EXCITATORY               200     1.9582     0.0155
s1              L2_3_PYRAMIDAL              200     2.7187     0.0155
s1              L5_PYRAMIDAL                200     2.7201     0.0155
s1              L6_PYRAMIDAL                200     2.7252     0.0155
s1              INTERNEURONS                200     2.7217     0.0155
v1              L4_EXCITATORY               200     1.9864     0.0156
v1              L2_3_PYRAMIDAL              200     2.7581     0.0156
v1              L5_PYRAMIDAL                200     2.7560     0.0155
v1              L6_PYRAMIDAL                200     2.7573     0.0155
v1              INTERNEURONS                200     2.6773     0.0154
ca1             PYRAMIDAL_CELLS             100     0.9827     0.0155
ca1             INTERNEURONS                100     1.3583     0.0155
ca3             PYRAMIDAL_CELLS             150     1.4706     0.0155
ca3             INTERNEURONS                150     2.0396     0.0155
dentate_gyrus   GRANULE_CELLS               150     1.4721     0.0155
dentate_gyrus   INTERNEURONS                150     2.0370     0.0155
subiculum       PYRAMIDAL_CELLS             100     0.9813     0.0155
association_cortex L2_3_PYRAMIDAL              200     1.9622     0.0155
association_cortex L5_PYRAMIDAL_A              200     2.7190     0.0155
association_cortex L5_PYRAMIDAL_B              200     2.7218     0.0155
association_cortex INTERNEURONS                200     2.7203     0.0155
Intralaminar    RELAY_NEURONS                50     0.6810     0.0155
pfc             L2_3_PYRAMIDAL              200     1.9598     0.0155
pfc             L5_POLICY_A                 200     2.7226     0.0155
pfc             L5_POLICY_B                 200     2.7144     0.0155
pfc             L5_PYRAMIDAL_B              200     2.7190     0.0155
pfc             L6_PYRAMIDAL                200     2.7174     0.0155
pfc             INTERNEURONS                200     2.7166     0.0155
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0427     0.0156
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0683     0.0155
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0681     0.0155
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0680     0.0155
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0158
anterior_pituitary THYROTROPES                   1     0.0136     0.0155
anterior_pituitary GONADOTROPES                  1     0.0138     0.0155
anterior_pituitary SOMATOTROPES                  1     0.0136     0.0155
anterior_pituitary LACTOTROPES                   1     0.0136     0.0155
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0158
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0140     0.0156
lgn             RELAY_CELLS                  35     0.3363     0.0155
md              RELAY_CELLS                  50     0.4919     0.0155
mgb             RELAY_CELLS                  35     0.3369     0.0155
pulvinar        RELAY_CELLS                  50     0.4896     0.0155
trn             TRN_GABA                     50    19.0204     0.4270
vpl             RELAY_CELLS                  35     0.3389     0.0155
vpl             LOCAL_INTERNEURONS           35     0.4767     0.0155
vpm             RELAY_CELLS                  35     0.3368     0.0155
--------------------------------------------------------------------------------------------------------------
last: POKE v1 += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=1.20s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.6993     0.6622
gpi             GPi_OUTPUT                   25    22.7463     0.8381
snc             DOPAMINERGIC_NEURONS         20     0.1975     0.0156
stn             EXCITATORY_NEURONS           25     0.2403     0.0156
striatum        D1_MSN                       50     0.4942     0.0156
striatum        D2_MSN                       50     0.6844     0.0155
striatum        INTERNEURONS                 50     0.6831     0.0155
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0159
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0139     0.0156
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0987     0.0155
raphe           SEROTONERGIC_NEURONS         10     0.0983     0.0156
vta             DOPAMINERGIC_NEURONS         20     0.1975     0.0156
vta             GABA_INTERNEURONS            20     0.2724     0.0155
cerebellar_cortex GRANULE_CELLS               300     2.9588     0.0156
cerebellar_cortex PURKINJE_CELLS              300     4.1120     0.0155
cerebellar_cortex INTERNEURONS                300     4.1116     0.0155
deep_nuclei     OUTPUT_NEURONS               50     0.4933     0.0156
a1              L4_EXCITATORY               200     1.9722     0.0156
a1              L2_3_PYRAMIDAL              200     2.7385     0.0155
a1              L6_PYRAMIDAL                200     2.7420     0.0155
a1              INTERNEURONS                200     2.7379     0.0155
insula          L2_3_PYRAMIDAL              200     1.9748     0.0156
insula          L5_PYRAMIDAL                200     2.7451     0.0155
insula          INTERNEURONS                200     2.7377     0.0155
m1              L2_3_PYRAMIDAL              200     1.9719     0.0156
m1              L5_PYRAMIDAL                200     2.7451     0.0155
m1              INTERNEURONS                200     2.7412     0.0155
s1              L4_EXCITATORY               200     1.9709     0.0156
s1              L2_3_PYRAMIDAL              200     2.7396     0.0155
s1              L5_PYRAMIDAL                200     2.7414     0.0155
s1              L6_PYRAMIDAL                200     2.7459     0.0155
s1              INTERNEURONS                200     2.7410     0.0155
v1              L4_EXCITATORY               200     1.9981     0.0156
v1              L2_3_PYRAMIDAL              200     2.7772     0.0156
v1              L5_PYRAMIDAL                200     2.7767     0.0156
v1              L6_PYRAMIDAL                200     2.7772     0.0156
v1              INTERNEURONS                200     2.6983     0.0154
ca1             PYRAMIDAL_CELLS             100     0.9895     0.0156
ca1             INTERNEURONS                100     1.3684     0.0155
ca3             PYRAMIDAL_CELLS             150     1.4805     0.0156
ca3             INTERNEURONS                150     2.0538     0.0155
dentate_gyrus   GRANULE_CELLS               150     1.4810     0.0156
dentate_gyrus   INTERNEURONS                150     2.0510     0.0155
subiculum       PYRAMIDAL_CELLS             100     0.9879     0.0156
association_cortex L2_3_PYRAMIDAL              200     1.9734     0.0156
association_cortex L5_PYRAMIDAL_A              200     2.7389     0.0155
association_cortex L5_PYRAMIDAL_B              200     2.7422     0.0155
association_cortex INTERNEURONS                200     2.7398     0.0155
Intralaminar    RELAY_NEURONS                50     0.6856     0.0155
pfc             L2_3_PYRAMIDAL              200     1.9721     0.0155
pfc             L5_POLICY_A                 200     2.7421     0.0155
pfc             L5_POLICY_B                 200     2.7347     0.0155
pfc             L5_PYRAMIDAL_B              200     2.7385     0.0155
pfc             L6_PYRAMIDAL                200     2.7380     0.0155
pfc             INTERNEURONS                200     2.7361     0.0155
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0429     0.0156
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0689     0.0155
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0686     0.0155
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0685     0.0155
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0159
anterior_pituitary THYROTROPES                   1     0.0137     0.0155
anterior_pituitary GONADOTROPES                  1     0.0139     0.0156
anterior_pituitary SOMATOTROPES                  1     0.0137     0.0155
anterior_pituitary LACTOTROPES                   1     0.0137     0.0155
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0158
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0141     0.0157
lgn             RELAY_CELLS                  35     0.3390     0.0155
md              RELAY_CELLS                  50     0.4956     0.0156
mgb             RELAY_CELLS                  35     0.3385     0.0156
pulvinar        RELAY_CELLS                  50     0.4935     0.0156
trn             TRN_GABA                     50    19.1053     0.4290
vpl             RELAY_CELLS                  35     0.3409     0.0156
vpl             LOCAL_INTERNEURONS           35     0.4799     0.0155
vpm             RELAY_CELLS                  35     0.3387     0.0155
--------------------------------------------------------------------------------------------------------------
last: POKE v1 += 0.2
>
Stopped.

C:\Users\Admin\Desktop\neural framework>

C:\Users\Admin\Desktop\neural framework>python test_runtime.py
[DEBUG] Neuron bases loaded: 5
[DEBUG] Loading regions from: C:\Users\Admin\Desktop\neural framework\regions
[DEBUG] BrainMap loaded from brain_map.json
[DEBUG] RegionAliasRegistry loaded from region_aliases.json
[DEBUG] Loaded region: amyg_base | populations=0
[DEBUG] Loaded region: bla | populations=2
[DEBUG] Loaded region: cea | populations=1
[DEBUG] Loaded region: mea | populations=1
[DEBUG] Loaded region: bg_base | populations=0
[DEBUG] Loaded region: gpe | populations=1
[DEBUG] Loaded region: gpi | populations=1
[DEBUG] Loaded region: snc | populations=1
[DEBUG] Loaded region: stn | populations=1
[DEBUG] Loaded region: striatum | populations=3
[DEBUG] Loaded region: autonomic_system | populations=2
[DEBUG] Loaded region: brainstem_base | populations=0
[DEBUG] Loaded region: locus_coeruleus | populations=1
[DEBUG] Loaded region: medulla | populations=1
[DEBUG] Loaded region: pons | populations=1
[DEBUG] Loaded region: raphe | populations=1
[DEBUG] Loaded region: vta | populations=2
[DEBUG] Loaded region: cerebellar_cortex | populations=3
[DEBUG] Loaded region: cerebellum_base | populations=0
[DEBUG] Loaded region: deep_nuclei | populations=1
[DEBUG] Loaded region: a1 | populations=4
[DEBUG] Loaded region: cortex_base | populations=5
[DEBUG] Loaded region: insula | populations=3
[DEBUG] Loaded region: m1 | populations=3
[DEBUG] Loaded region: s1 | populations=5
[DEBUG] Loaded region: v1 | populations=5
[DEBUG] Loaded region: ca1 | populations=2
[DEBUG] Loaded region: ca3 | populations=2
[DEBUG] Loaded region: dentate_gyrus | populations=2
[DEBUG] Loaded region: hip_base | populations=0
[DEBUG] Loaded region: subiculum | populations=1
[DEBUG] Loaded region: association_cortex | populations=4
[DEBUG] Loaded region: corpus_callosum | populations=1
[DEBUG] Loaded region: Intralaminar | populations=1
[DEBUG] Loaded region: pfc | populations=6
[DEBUG] Loaded region: inferior_colliculus | populations=3
[DEBUG] Loaded region: superior_colliculus | populations=3
[DEBUG] Loaded region: auditory_input | populations=0
[DEBUG] Loaded region: gustatory_input | populations=0
[DEBUG] Loaded region: sensory_base | populations=0
[DEBUG] Loaded region: somato_input | populations=0
[DEBUG] Loaded region: visual_input | populations=1
[DEBUG] Loaded region: endocrine_system | populations=0
[DEBUG] Loaded region: hypothalamus | populations=4
[DEBUG] Loaded region: anterior_pituitary | populations=5
[DEBUG] Loaded region: posterior_pituitary | populations=2
[DEBUG] Loaded region: lgn | populations=1
[DEBUG] Loaded region: md | populations=1
[DEBUG] Loaded region: mgb | populations=1
[DEBUG] Loaded region: pulvinar | populations=1
[DEBUG] Loaded region: thalamus_base | populations=0
[DEBUG] Loaded region: trn | populations=1
[DEBUG] Loaded region: vpl | populations=2
[DEBUG] Loaded region: vpm | populations=1
[DEBUG] Total regions loaded: 54
[DEBUG] Profiles loaded: 12
[DEBUG] Global dynamics loaded from C:\Users\Admin\Desktop\neural framework\config\global_dynamics.json
[DEBUG] Routing defaults loaded from C:\Users\Admin\Desktop\neural framework\config\routing_defaults.json
[DEBUG] Compile complete.
  Regions: 54
  Assembly downscale: 1.0
[INIT] Salience sparsity gate attached: {'initialized': True, 'eligible': 1690, 'total': 6759, 'ratio': 0.25003698772007693}

LIVE RUNTIME | TCP + Keyboard
Port 5557 | Ctrl+C to quit
Default view: POPULATIONS
Type 'help' then Enter for commands.
--------------------------------------------------------------------------------------------------------------
[CMD] Listening on 127.0.0.1:5557

--------------------------------------------------------------------------------------------------------------
t=0.11s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    13.5645     0.6065
gpi             GPi_OUTPUT                   25    20.7711     0.7596
snc             DOPAMINERGIC_NEURONS         20     0.1829     0.0151
stn             EXCITATORY_NEURONS           25     0.2227     0.0150
striatum        D1_MSN                       50     0.4568     0.0151
striatum        D2_MSN                       50     0.6277     0.0151
striatum        INTERNEURONS                 50     0.6271     0.0150
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0151
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0125     0.0150
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0915     0.0151
raphe           SEROTONERGIC_NEURONS         10     0.0913     0.0151
vta             DOPAMINERGIC_NEURONS         20     0.1831     0.0151
vta             GABA_INTERNEURONS            20     0.2503     0.0150
cerebellar_cortex GRANULE_CELLS               300     2.7433     0.0151
cerebellar_cortex PURKINJE_CELLS              300     3.7634     0.0150
cerebellar_cortex INTERNEURONS                300     3.7659     0.0151
deep_nuclei     OUTPUT_NEURONS               50     0.4575     0.0151
a1              L4_EXCITATORY               200     1.8304     0.0151
a1              L2_3_PYRAMIDAL              200     2.5109     0.0151
a1              L6_PYRAMIDAL                200     2.5091     0.0150
a1              INTERNEURONS                200     2.5117     0.0151
